model,domain,arm,feature,target,n,pearson,spearman,diagnostic_only,residual_model
qwen,mmlu,sft,p8_equal5,kl_f,8,0.9258763235530155,0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,kl_f,8,0.9226292416594948,0.8571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,kl_f,8,0.930893936686964,0.9285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,c_equal5,kl_a,9,0.16170721424374282,0.13333333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p4_equal5,kl_a,8,0.6583995744371007,0.6666666666666669,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p8_equal5,kl_a,8,0.945361180637947,0.9285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,kl_a,8,0.876377628415282,0.8333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,kl_a,8,0.9389976867494955,0.9761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,c_equal5,kl_t,9,0.040969178823944734,0.15,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p4_equal5,kl_t,8,0.7716336157682299,0.6904761904761906,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p8_equal5,kl_t,8,0.9550895193023794,0.9761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,kl_t,8,0.9211513560604386,0.8571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,kl_t,8,0.982012111061117,1.0,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,c_equal5,abs_delta_nll_f,9,-0.884315898651253,-0.7999999999999999,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p4_equal5,abs_delta_nll_f,8,0.1286294513376678,0.11904761904761905,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p8_equal5,abs_delta_nll_f,8,-0.29051101168948223,-0.09523809523809526,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,abs_delta_nll_f,8,0.2112608005553526,0.4047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,abs_delta_nll_f,8,-0.16849440216002595,0.04761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,c_equal5,abs_delta_nll_a,9,0.08531891467858976,0.08333333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p4_equal5,abs_delta_nll_a,8,0.700837574715146,0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p8_equal5,abs_delta_nll_a,8,0.9881155786298828,0.9523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,abs_delta_nll_a,8,0.9206202647960636,0.9285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,abs_delta_nll_a,8,0.9816781688346822,0.9761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,c_equal5,abs_delta_nll_t,9,-0.28074746659551564,-0.11666666666666665,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p4_equal5,abs_delta_nll_t,8,0.8156523540875212,0.523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p8_equal5,abs_delta_nll_t,8,0.8389203532039428,0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,abs_delta_nll_t,8,0.9319137268179623,0.8571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,abs_delta_nll_t,8,0.8927532624320439,0.9285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,c_equal5,delta_nll_f_minus_a,9,0.9749426719662373,0.9333333333333332,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p4_equal5,delta_nll_f_minus_a,8,-0.4015611477653858,-0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p8_equal5,delta_nll_f_minus_a,8,0.18361650889296996,0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,delta_nll_f_minus_a,8,-0.30163750913669707,-0.2142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,delta_nll_f_minus_a,8,0.017730811269626067,0.0,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,c_equal5,delta_nll_f_minus_p,9,0.9777482984288488,0.9333333333333332,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p4_equal5,delta_nll_f_minus_p,8,-0.4434196140027391,-0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p8_equal5,delta_nll_f_minus_p,8,0.13701996710345285,0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,delta_nll_f_minus_p,8,-0.34677403468169016,-0.2142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,delta_nll_f_minus_p,8,-0.03270764388909456,0.0,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,c_equal5,kl_f_minus_a,9,-0.1736590202884424,-0.11666666666666665,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p4_equal5,kl_f_minus_a,8,0.7143390475673336,0.523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p8_equal5,kl_f_minus_a,8,0.8901601239416849,0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p16_equal5,kl_f_minus_a,8,0.9147241458665807,0.8571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,sft,p32_equal5,kl_f_minus_a,8,0.8998270011159686,0.9285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
